text,label
Paneer Tikka,dish
Chef's Special near,not_dish
Lamb Curry,dish
Extra Cheese great,not_dish
New Arrival simply,not_dish
Margherita Pizza,dish
Combo Offer table,not_dish
Taxes Extra well,not_dish
Chef's Special stop,not_dish
Taxes Extra staff,not_dish
No Onion trouble,not_dish
Sushi Roll,dish
Hot leg,not_dish
Chicken Biryani,dish
Lamb Curry,dish
Margherita Pizza,dish
No Onion unit,not_dish
Paneer Tikka,dish
Tandoori Roti,dish
Margherita Pizza,dish
Fish Fry,dish
Mutton Korma,dish
Taxes Extra opportunity,not_dish
Add-ons opportunity,not_dish
Fish Fry,dish
Price Varies build,not_dish
Fish Fry,dish
Hot impact,not_dish
Serving Size behind,not_dish
Fish Fry,dish
Combo Offer toward,not_dish
Paneer Tikka,dish
Paneer Tikka,dish
Chicken Biryani,dish
No Onion employee,not_dish
Price Varies office,not_dish
Extra Cheese state,not_dish
Taxes Extra until,not_dish
Sushi Roll,dish
Combo Offer skin,not_dish
Fish Fry,dish
Chicken Biryani,dish
Cold but,not_dish
Lamb Curry,dish
Fish Fry,dish
Fish Fry,dish
Extra Cheese rock,not_dish
Sushi Roll,dish
Serving Size off,not_dish
Mutton Korma,dish
Dal Makhani,dish
Cottage Pie,dish
Add-ons prevent,not_dish
Extra Cheese key,not_dish
Butter Chicken,dish
Served Daily through,not_dish
Mutton Korma,dish
Serving Size deep,not_dish
New Arrival century,not_dish
Extra Cheese rock,not_dish
Lamb Curry,dish
Review Us,not_dish
Chicken Biryani,dish
Sushi Roll,dish
Cold community,not_dish
Chicken Biryani,dish
Combo Offer for,not_dish
Combo Offer send,not_dish
Margherita Pizza,dish
Butter Chicken,dish
Cold to,not_dish
Chef's Special whose,not_dish
Fish Fry,dish
Price Varies edge,not_dish
Chicken Biryani,dish
Margherita Pizza,dish
Paneer Tikka,dish
Sushi Roll,dish
Tandoori Roti,dish
Handi Paneer,dish
Serving Size be,not_dish
Greek Salad,dish
Dal Makhani,dish
Fish Fry,dish
Spicy after,not_dish
Extra Cheese necessary,not_dish
Lamb Curry,dish
Dal Makhani,dish
Paneer Tikka,dish
Paneer Tikka,dish
Price Varies dark,not_dish
No Onion use,not_dish
Scan to Pay,not_dish
Tandoori Roti,dish
Cold all,not_dish
Miso Soup,dish
Add-ons suffer,not_dish
Spicy a,not_dish
Dal Makhani,dish
Add-ons agency,not_dish
Taxes Extra minute,not_dish
Paneer Tikka,dish
Add-ons management,not_dish
Taxes Extra this,not_dish
Add-ons measure,not_dish
Taxes Extra notice,not_dish
Paneer Tikka,dish
Butter Chicken,dish
Sushi Roll,dish
Kothimbir Vadi,dish
Chicken Biryani,dish
Margherita Pizza,dish
Soya Tikka,dish
Margherita Pizza,dish
Fish Fry,dish
Chicken Biryani,dish
Sushi Roll,dish
Chef's Special almost,not_dish
Chicken Biryani,dish
Fish Fry,dish
New Arrival single,not_dish
New Arrival often,not_dish
Show More,not_dish
Mutton Korma,dish
Mutton Korma,dish
Dal Makhani,dish
Chef's Special travel,not_dish
Chicken Biryani,dish
Lamb Curry,dish
Tandoori Roti,dish
Combo Offer what,not_dish
Mutton Korma,dish
New Arrival free,not_dish
Cold analysis,not_dish
Butter Chicken,dish
Fish Fry,dish
Cold bad,not_dish
Lamb Curry,dish
Fish Fry,dish
Sushi Roll,dish
Serving Size wind,not_dish
Combo Offer floor,not_dish
Margherita Pizza,dish
Butter Chicken,dish
Taxes Extra speak,not_dish
Margherita Pizza,dish
Fish Fry,dish
Butter Chicken,dish
Margherita Pizza,dish
New Arrival car,not_dish
Cold early,not_dish
Tandoori Roti,dish
Serving Size start,not_dish
Spicy throw,not_dish
Sushi Roll,dish
Extra Cheese occur,not_dish
Mushroom Masala,dish
Spicy recognize,not_dish
Chicken Biryani,dish
Chef's Special body,not_dish
Hot item,not_dish
Lamb Curry,dish
Chicken Biryani,dish
Chicken Biryani,dish
Fish Fry,dish
Taxes Extra dream,not_dish
Extra Cheese heart,not_dish
NonVeg Thali,dish
Cold rest,not_dish
Margherita Pizza,dish
Taxes Extra season,not_dish
Margherita Pizza,dish
Butter Chicken,dish
Lamb Curry,dish
Spicy since,not_dish
Mutton Korma,dish
Paneer Tikka,dish
Chef's Special treat,not_dish
Butter Chicken,dish
Chicken Biryani,dish
Tandoori Roti,dish
Chicken Biryani,dish
Hot trip,not_dish
Lamb Curry,dish
Add-ons rock,not_dish
Taxes Extra because,not_dish
Margherita Pizza,dish
Cold they,not_dish
Fish Fry,dish
Serving Size food,not_dish
Spicy can,not_dish
Margherita Pizza,dish
Tandoori Roti,dish
Spicy than,not_dish
Lamb Curry,dish
Dal Makhani,dish
Chicken Biryani,dish
Fish Fry,dish
Combo Offer although,not_dish
Sushi Roll,dish
Cold measure,not_dish
Serving Size there,not_dish
New Arrival information,not_dish
Lamb Curry,dish
Served Daily only,not_dish
Served Daily month,not_dish
Margherita Pizza,dish
Price Varies everyone,not_dish
Dal Makhani,dish
No Onion phone,not_dish
Paneer Tikka,dish
Sushi Roll,dish
Dal Makhani,dish
Sushi Roll,dish
Price Varies never,not_dish
Cold head,not_dish
Butter Chicken,dish
Extra Cheese able,not_dish
Combo Offer population,not_dish
New Arrival wear,not_dish
Serving Size deal,not_dish
Chef's Special year,not_dish
Paneer Tikka,dish
Price Varies whether,not_dish
Dal Makhani,dish
Nimbu Pani,dish
Sushi Roll,dish
Butter Chicken,dish
Lamb Curry,dish
Chef's Special evening,not_dish
Extra Cheese show,not_dish
Sushi Roll,dish
No Onion inside,not_dish
Makki di Roti,dish
Welcome!,not_dish
Taxes Extra present,not_dish
Paneer Tikka,dish
Sushi Roll,dish
No Onion edge,not_dish
Extra Cheese sound,not_dish
Dal Makhani,dish
Margherita Pizza,dish
Combo Offer talk,not_dish
Served Daily leg,not_dish
Sushi Roll,dish
Taxes Extra continue,not_dish
Chicken Biryani,dish
Cold suddenly,not_dish
Taxes Extra significant,not_dish
No Onion nearly,not_dish
Chicken Biryani,dish
New Arrival they,not_dish
Serving Size break,not_dish
Cold goal,not_dish
Chicken Biryani,dish
Dal Makhani,dish
Butter Chicken,dish
Served Daily message,not_dish
Price Varies these,not_dish
Fish Fry,dish
Butter Chicken,dish
Mutton Korma,dish
Paneer Tikka,dish
Serving Size physical,not_dish
Lamb Curry,dish
Tandoori Roti,dish
No Onion control,not_dish
Butter Chicken,dish
Chef's Special network,not_dish
Chicken Fried Rice,dish
Chicken Biryani,dish
Dal Makhani,dish
Taxes Extra yard,not_dish
Butter Chicken,dish
Butter Chicken,dish
Add-ons college,not_dish
Chef's Special blood,not_dish
Chicken Biryani,dish
Sushi Roll,dish
Hot close,not_dish
Fish Fry,dish
Fish Fry,dish
Lamb Curry,dish
Hot design,not_dish
Fish Fry,dish
Butter Chicken,dish
Add-ons together,not_dish
Served Daily action,not_dish
Chef's Special make,not_dish
Cold score,not_dish
Serving Size another,not_dish
Extra Cheese show,not_dish
Taxes Extra could,not_dish
Hot bill,not_dish
Tandoori Roti,dish
New Arrival enough,not_dish
Dal Makhani,dish
Dal Makhani,dish
Fish Fry,dish
Lamb Curry,dish
Served Daily dark,not_dish
Price Varies report,not_dish
Paneer Tikka,dish
Spicy back,not_dish
Chef's Special vote,not_dish
Cold eye,not_dish
Fish Fry,dish
Served Daily family,not_dish
Dal Makhani,dish
Price Varies step,not_dish
Lamb Curry,dish
New Arrival view,not_dish
Cold partner,not_dish
Cold door,not_dish
Fish Fry,dish
Price Varies behavior,not_dish
Margherita Pizza,dish
Sushi Roll,dish
Extra Cheese chance,not_dish
Mutton Korma,dish
No Onion thank,not_dish
Combo Offer continue,not_dish
Cold player,not_dish
Served Daily member,not_dish
Cold manager,not_dish
Chicken Biryani,dish
Margherita Pizza,dish
Combo Offer each,not_dish
Combo Offer like,not_dish
Extra Cheese other,not_dish
Butter Chicken,dish
Hot risk,not_dish
Butter Chicken,dish
Spicy across,not_dish
Margherita Pizza,dish
Serving Size remember,not_dish
Mutton Korma,dish
Margherita Pizza,dish
Special Event,not_dish
Lamb Curry,dish
Price Varies seek,not_dish
Spicy list,not_dish
No Onion we,not_dish
Lamb Curry,dish
No Onion quite,not_dish
Price Varies customer,not_dish
Lamb Curry,dish
Mutton Korma,dish
Served Daily take,not_dish
Fish Fry,dish
Cold continue,not_dish
Tandoori Roti,dish
Hot maybe,not_dish
Spicy college,not_dish
Price Varies exactly,not_dish
Chicken Biryani,dish
Lamb Curry,dish
Fish Fry,dish
Serving Size call,not_dish
Serving Size both,not_dish
Tandoori Roti,dish
No Onion hundred,not_dish
Dal Makhani,dish
Paneer Tikka,dish
Butter Chicken,dish
Fish Fry,dish
Spicy class,not_dish
Extra Cheese choose,not_dish
***,not_dish
Extra Cheese and,not_dish
Dal Makhani,dish
Mutton Korma,dish
Hot since,not_dish
Combo Offer positive,not_dish
Taxes Extra pull,not_dish
Sushi Roll,dish
Serving Size trade,not_dish
Margherita Pizza,dish
Butter Chicken,dish
Dal Makhani,dish
No Onion though,not_dish
Mutton Korma,dish
Chicken Biryani,dish
Dal Makhani,dish
Extra Cheese hear,not_dish
Hot not,not_dish
Combo Offer thing,not_dish
Price Varies consumer,not_dish
Chicken Biryani,dish
Sushi Roll,dish
Dal Makhani,dish
Add-ons inside,not_dish
Margherita Pizza,dish
Chicken Lollipop,dish
No Onion thing,not_dish
New Arrival Mrs,not_dish
Spicy purpose,not_dish
Home Special,not_dish
No Onion trip,not_dish
Paneer Tikka,dish
Serving Size brother,not_dish
Spicy someone,not_dish
Margherita Pizza,dish
Margherita Pizza,dish
Sushi Roll,dish
Mutton Korma,dish
Hot even,not_dish
Sushi Roll,dish
Mutton Korma,dish
Fish Fry,dish
Dal Makhani,dish
Price Varies Democrat,not_dish
Dal Makhani,dish
Fish Fry,dish
Tandoori Roti,dish
Extra Cheese chance,not_dish
Spicy third,not_dish
Dal Makhani,dish
Price Varies nothing,not_dish
Schezwan Fried Rice,dish
New Arrival call,not_dish
Add-ons fear,not_dish
Add-ons indicate,not_dish
Chef's Special media,not_dish
Lamb Curry,dish
Mutton Korma,dish
Paneer Tikka,dish
Tandoori Roti,dish
Mutton Korma,dish
Chef's Special weight,not_dish
Taxes Extra manage,not_dish
Butter Chicken,dish
Sushi Roll,dish
Dal Makhani,dish
No Onion care,not_dish
Price Varies usually,not_dish
Extra Cheese our,not_dish
Fish Fry,dish
Mutton Korma,dish
Tandoori Roti,dish
Margherita Pizza,dish
Cold high,not_dish
Combo Offer shake,not_dish
New Arrival green,not_dish
No Onion center,not_dish
Tandoori Roti,dish
Chicken Nachos,dish
Fish Fry,dish
Cold voice,not_dish
Spicy friend,not_dish
Sushi Roll,dish
Price Varies arm,not_dish
Hot appear,not_dish
Amount Payable,not_dish
Closed,not_dish
Sushi Roll,dish
Cold history,not_dish
Spicy only,not_dish
Serving Size price,not_dish
Tandoori Roti,dish
Margherita Pizza,dish
No Onion affect,not_dish
Margherita Pizza,dish
Dal Makhani,dish
Butter Chicken,dish
Add-ons throughout,not_dish
Sushi Roll,dish
Serving Size out,not_dish
Butter Chicken,dish
Combo Offer fight,not_dish
New Arrival technology,not_dish
No Onion key,not_dish
Extra Cheese sell,not_dish
No Onion most,not_dish
Chicken Biryani,dish
Hot cultural,not_dish
Fish Fry,dish
Paneer Tikka,dish
Paneer Tikka,dish
Cold no,not_dish
Butter Chicken,dish
Served Daily ask,not_dish
Serving Size computer,not_dish
Sushi Roll,dish
Combo Offer threat,not_dish
Free Delivery,not_dish
Paneer Tikka,dish
Hot professional,not_dish
New Arrival billion,not_dish
Lamb Curry,dish
Serving Size event,not_dish
Add-ons fact,not_dish
Butter Chicken,dish
Add-ons attorney,not_dish
Pick Up,not_dish
Taxes Extra economic,not_dish
Sushi Roll,dish
Add-ons of,not_dish
New Arrival adult,not_dish
Dal Makhani,dish
Sushi Roll,dish
Gnocchi,dish
Dal Makhani,dish
Served Daily several,not_dish
Tomato Rice,dish
Chicken Biryani,dish
No Onion allow,not_dish
Serving Size commercial,not_dish
Serving Size arrive,not_dish
Combo Offer finish,not_dish
Cold consider,not_dish
Tandoori Roti,dish
Served Daily really,not_dish
No Onion three,not_dish
Serving Size late,not_dish
Hot pick,not_dish
Paneer Tikka,dish
Fish Fry,dish
Fish Fry,dish
Sushi Roll,dish
Hot happen,not_dish
Tandoori Roti,dish
Hot bill,not_dish
Add-ons between,not_dish
Dal Makhani,dish
Prawn Balchao,dish
Cold list,not_dish
Paneer Tikka,dish
Add-ons moment,not_dish
Paneer Tikka,dish
Dal Makhani,dish
Sushi Roll,dish
Hot,not_dish
Chef's Special family,not_dish
Chef's Special another,not_dish
Butter Chicken,dish
Hot live,not_dish
Cold want,not_dish
Add-ons art,not_dish
Margherita Pizza,dish
Combo Offer again,not_dish
Combo Offer within,not_dish
Chicken Biryani,dish
Paneer Tikka,dish
Cold yes,not_dish
Combo Offer half,not_dish
Add-ons method,not_dish
Margherita Pizza,dish
Add-ons possible,not_dish
Taxes Extra matter,not_dish
Lunch Time,not_dish
Lamb Curry,dish
Chicken Biryani,dish
Served Daily piece,not_dish
Serving Size stage,not_dish
New Arrival until,not_dish
Margherita Pizza,dish
Price Varies put,not_dish
Dal Makhani,dish
Spicy rise,not_dish
Butter Chicken,dish
Fish Fry,dish
Taxes Extra run,not_dish
Margherita Pizza,dish
Add-ons term,not_dish
Tandoori Roti,dish
Butter Chicken,dish
Spicy total,not_dish
Inclusive,not_dish
Paneer Tikka,dish
Chicken Biryani,dish
Margherita Pizza,dish
Combo Offer will,not_dish
Chicken Biryani,dish
Butter Chicken,dish
Combo Offer picture,not_dish
Lamb Tagine,dish
Lamb Curry,dish
Butter Chicken,dish
Butter Chicken,dish
Chef's Special American,not_dish
Paneer Tikka,dish
Mutton Korma,dish
Combo Offer dark,not_dish
Combo Offer senior,not_dish
Lamb Curry,dish
Add-ons would,not_dish
Cold partner,not_dish
Served Daily tree,not_dish
Tandoori Roti,dish
Add-ons morning,not_dish
Cold budget,not_dish
Spicy husband,not_dish
Paneer Tikka,dish
Paneer Tikka,dish
Tandoori Roti,dish
Sushi Roll,dish
Lamb Curry,dish
Taxes Extra action,not_dish
Lamb Curry,dish
Combo Offer they,not_dish
Margherita Pizza,dish
Add-ons plant,not_dish
Chicken Biryani,dish
Tandoori Roti,dish
Margherita Pizza,dish
Serving Size usually,not_dish
Serving Size recently,not_dish
No Onion current,not_dish
Sushi Roll,dish
Paneer Tikka,dish
Hot indeed,not_dish
Butter Chicken,dish
Dal Makhani,dish
Margherita Pizza,dish
Dal Makhani,dish
Margherita Pizza,dish
Butter Chicken,dish
Taxes Extra boy,not_dish
Cold now,not_dish
Hot enough,not_dish
Taxes Extra reason,not_dish
Combo Offer system,not_dish
Fish Fry,dish
Lamb Curry,dish
Hot reason,not_dish
Chef's Special investment,not_dish
Mutton Korma,dish
Price Varies surface,not_dish
Fish Fry,dish
Sushi Roll,dish
Fish Fry,dish
Tomato Chutney,dish
Sushi Roll,dish
No Onion social,not_dish
Tandoori Roti,dish
Paneer Tikka,dish
Chicken Korma,dish
Paneer Tikka,dish
Served Daily get,not_dish
Margherita Pizza,dish
Add-ons vote,not_dish
Chef's Special several,not_dish
Fish Fry,dish
Cold hard,not_dish
Butter Chicken,dish
Lamb Curry,dish
Tandoori Roti,dish
Chef's Special half,not_dish
Taxes Extra tell,not_dish
Sushi Roll,dish
Fish Fry,dish
Add-ons war,not_dish
Cold energy,not_dish
Lamb Curry,dish
Lamb Curry,dish
Served Daily we,not_dish
Tandoori Roti,dish
Falafel Wrap,dish
Taxes Extra let,not_dish
Extra Cheese talk,not_dish
Add-ons general,not_dish
Chicken Biryani,dish
Fish Fry,dish
Butter Chicken,dish
Spicy short,not_dish
Add-ons second,not_dish
Taxes Extra military,not_dish
Paneer Tikka,dish
Cold instead,not_dish
Hot particularly,not_dish
Hot region,not_dish
Fish Fry,dish
Fish Fry,dish
Margherita Pizza,dish
Hot move,not_dish
Dal Makhani,dish
Paneer Tikka,dish
Sushi Roll,dish
Tandoori Roti,dish
New Arrival nice,not_dish
Chef's Special also,not_dish
Paneer Tikka,dish
Paneer Tikka,dish
Combo Offer game,not_dish
Pancakes,dish
Tandoori Roti,dish
Margherita Pizza,dish
Add-ons herself,not_dish
Cold laugh,not_dish
Add-ons across,not_dish
Paneer Tikka,dish
Price Varies argue,not_dish
Lamb Curry,dish
Prawn Masala,dish
Cold effect,not_dish
Dal Makhani,dish
Add-ons avoid,not_dish
Sushi Roll,dish
Digital Payment,not_dish
Mutton Korma,dish
Chef's Special billion,not_dish
Butter Chicken,dish
Mutton Korma,dish
Served Daily foot,not_dish
Add-ons include,not_dish
New Arrival son,not_dish
Served Daily lot,not_dish
Combo Offer view,not_dish
Macher Jhol,dish
Sushi Roll,dish
Caprese Salad,dish
Margherita Pizza,dish
Spicy from,not_dish
No Onion success,not_dish
Fish Fry,dish
Hot like,not_dish
Combo Offer thus,not_dish
Butter Chicken,dish
Combo Offer throw,not_dish
Dal Makhani,dish
Served Daily Republican,not_dish
Tandoori Roti,dish
Spicy public,not_dish
Sushi Roll,dish
Cold employee,not_dish
Hot probably,not_dish
Sushi Roll,dish
Sushi Roll,dish
New Arrival road,not_dish
Chicken Caesar Wrap,dish
Tandoori Roti,dish
Served Daily page,not_dish
Chicken Biryani,dish
Lamb Curry,dish
Mutton Korma,dish
Mutton Korma,dish
Served Daily player,not_dish
Mughlai Paratha,dish
Mutton Korma,dish
Fish Fry,dish
Hot rich,not_dish
Sushi Roll,dish
Hot at,not_dish
Chicken Biryani,dish
Spicy wide,not_dish
Add-ons pretty,not_dish
Cold north,not_dish
Served Daily country,not_dish
Haleem,dish
Taxes Extra risk,not_dish
Combo Offer on,not_dish
Margherita Pizza,dish
Fish Fry,dish
Fish Fry,dish
Price Varies hair,not_dish
New Arrival television,not_dish
No Onion your,not_dish
New Arrival guy,not_dish
Chef's Special grow,not_dish
Chicken Biryani,dish
Spicy you,not_dish
Chef's Special all,not_dish
Margherita Pizza,dish
Add-ons agency,not_dish
Margherita Pizza,dish
Add-ons but,not_dish
No Onion certain,not_dish
Gajar Halwa,dish
Price Varies know,not_dish
Served Daily score,not_dish
Add-ons TV,not_dish
Mutton Korma,dish
Add-ons include,not_dish
Served Daily federal,not_dish
Paneer Tikka,dish
Fish Curry,dish
Tandoori Roti,dish
Tandoori Roti,dish
Chicken Biryani,dish
Advance Booking,not_dish
Extra Cheese south,not_dish
Spicy support,not_dish
Mutton Korma,dish
New Arrival modern,not_dish
Salami Pizza,dish
Price Varies cultural,not_dish
Chef's Special next,not_dish
Spicy no,not_dish
Mutton Korma,dish
Dal Makhani,dish
Fish Fry,dish
Combo Offer really,not_dish
Hot together,not_dish
Dal Makhani,dish
Margherita Pizza,dish
French Toast,dish
Hot house,not_dish
Tandoori Roti,dish
Chef's Special approach,not_dish
Price Varies writer,not_dish
Extra Cheese front,not_dish
Chicken Kathi Roll,dish
Combo Offer everybody,not_dish
Fish Fry,dish
Serving Size someone,not_dish
Taxes Extra age,not_dish
Chicken Biryani,dish
Price Varies energy,not_dish
E-Bill,not_dish
Lamb Curry,dish
Price Varies feel,not_dish
Hot those,not_dish
Dal Makhani,dish
Sushi Roll,dish
Served Daily any,not_dish
Lemon Rice,dish
Fish Fry,dish
Margherita Pizza,dish
Served Daily address,not_dish
Cold chair,not_dish
Hot eight,not_dish
Sushi Roll,dish
Add-ons song,not_dish
Paneer Tikka,dish
Served Daily low,not_dish
Price Varies cold,not_dish
Lamb Curry,dish
Price Varies remain,not_dish
Hot section,not_dish
Mutton Korma,dish
No Contact Delivery,not_dish
Veg Seekh Kebab,dish
Seasonal,not_dish
Chicken Biryani,dish
Hot might,not_dish
Beef Burger,dish
No Onion compare,not_dish
Fish Fry,dish
Taxes Extra west,not_dish
New Arrival activity,not_dish
Sushi Roll,dish
No Onion others,not_dish
Margherita Pizza,dish
Hot establish,not_dish
Butter Chicken,dish
Extra Cheese enter,not_dish
Mutton Korma,dish
New Arrival name,not_dish
Cold PM,not_dish
Fish Fry,dish
Taxes Extra accept,not_dish
Extra Cheese fire,not_dish
Serving Size important,not_dish
Taxes Extra voice,not_dish
Dal Makhani,dish
Butter Chicken,dish
Combo Offer today,not_dish
Price Varies need,not_dish
Butter Chicken,dish
Extra Cheese over,not_dish
Fish Fry,dish
Tandoori Roti,dish
Serving Size north,not_dish
Hot this,not_dish
Taxes Extra design,not_dish
Paneer Tikka,dish
Butter Chicken,dish
Cold remember,not_dish
Fish Fry,dish
Paneer Tikka,dish
Butter Chicken,dish
Chef's Special go,not_dish
Tandoori Roti,dish
New Arrival bed,not_dish
Served Daily kitchen,not_dish
Cold process,not_dish
Pumpkin Pie,dish
Mutton Korma,dish
Served Daily subject,not_dish
Sushi Roll,dish
New Arrival know,not_dish
Lamb Curry,dish
Serving Size age,not_dish
Served Daily hit,not_dish
Serving Size drug,not_dish
Dal Makhani,dish
Butter Chicken,dish
Margherita Pizza,dish
Tandoori Roti,dish
Served Daily board,not_dish
Price Varies resource,not_dish
Mutton Korma,dish
Chef's Special contain,not_dish
Cold throughout,not_dish
Add-ons region,not_dish
Chef's Special more,not_dish
Tandoori Roti,dish
Dal Makhani,dish
Margherita Pizza,dish
Lamb Curry,dish
Chef's Special though,not_dish
Extra Cheese individual,not_dish
New Arrival development,not_dish
Hot book,not_dish
Lamb Curry,dish
Veggie Chili,dish
Add-ons and,not_dish
Butter Chicken,dish
Hot result,not_dish
Green Peas Curry,dish
Cold present,not_dish
Price Varies whom,not_dish
Combo Offer technology,not_dish
Lamb Curry,dish
Extra Cheese enjoy,not_dish
Chicken Biryani,dish
E-Coupon,not_dish
Tandoori Roti,dish
Cold meeting,not_dish
New Arrival determine,not_dish
Fish Fry,dish
Tandoori Roti,dish
Lamb Curry,dish
Salsa Nachos,dish
Fish Fry,dish
Chicken Biryani,dish
Margherita Pizza,dish
Paneer Kurkure,dish
Hot stand,not_dish
Spicy her,not_dish
Taxes Extra admit,not_dish
Tandoori Roti,dish
Margherita Pizza,dish
Tandoori Roti,dish
Spicy military,not_dish
Hot arrive,not_dish
Combo Offer according,not_dish
Margherita Pizza,dish
Chef's Special join,not_dish
Butter Chicken,dish
Extra Cheese top,not_dish
Chicken Biryani,dish
Extra Cheese each,not_dish
Sushi Roll,dish
Combo Offer sometimes,not_dish
Spicy effort,not_dish
Chicken Biryani,dish
Butter Chicken,dish
New Arrival bad,not_dish
Spicy carry,not_dish
Chicken Biryani,dish
Combo Offer arm,not_dish
Lamb Curry,dish
Chef's Special anyone,not_dish
Price Varies radio,not_dish
Mutton Korma,dish
Served Daily film,not_dish
Margherita Pizza,dish
Lamb Curry,dish
Served Daily truth,not_dish
Mutton Korma,dish
New Arrival expert,not_dish
Combo Offer check,not_dish
Fish Fry,dish
Cold exist,not_dish
Serving Size reason,not_dish
Butter Chicken,dish
Sushi Roll,dish
Butter Chicken,dish
Fish Fry,dish
Paneer Tikka,dish
Dal Makhani,dish
Taxes Extra nation,not_dish
Price Varies there,not_dish
Hot international,not_dish
Cold source,not_dish
Cold life,not_dish
Combo Offer place,not_dish
Fish Fry,dish
Dal Makhani,dish
Chicken Biryani,dish
Tandoori Roti,dish
Combo Offer yes,not_dish
Mutton Korma,dish
Spicy street,not_dish
Serving Size claim,not_dish
Lamb Curry,dish
Paneer Tikka,dish
Spicy maybe,not_dish
Chef's Special suddenly,not_dish
Combo Offer present,not_dish
Taxes Extra change,not_dish
No Onion join,not_dish
Price Varies that,not_dish
Sushi Roll,dish
Plum Cake,dish
Paneer Tikka,dish
Sushi Roll,dish
Butter Chicken,dish
Dal Makhani,dish
Paneer Tikka,dish
Chicken Biryani,dish
Chef's Special once,not_dish
Tandoori Roti,dish
Fish Fry,dish
Price Varies sing,not_dish
Price Varies certain,not_dish
Cold church,not_dish
Served Daily democratic,not_dish
New Arrival door,not_dish
Hot travel,not_dish
Bottle Water,not_dish
Lamb Curry,dish
Sushi Roll,dish
Hot attack,not_dish
Fish Fry,dish
Mutton Korma,dish
Hot determine,not_dish
Chef's Special rather,not_dish
Paneer Tikka,dish
Mutton Korma,dish
Combo Offer factor,not_dish
Chicken Biryani,dish
Spicy run,not_dish
Hot maybe,not_dish
Sushi Roll,dish
Price Varies voice,not_dish
Paneer Tikka,dish
Paneer Tikka,dish
Extra Cheese little,not_dish
Desserts,not_dish
No Onion gun,not_dish
Lamb Curry,dish
Price Varies property,not_dish
Chef's Special market,not_dish
Cold impact,not_dish
Lamb Curry,dish
Alleppy Fish Curry,dish
Tandoori Roti,dish
Hot want,not_dish
Fish Fry,dish
Spinach Soup,dish
Butter Chicken,dish
Paneer Tikka,dish
Taxes Extra identify,not_dish
Combo Offer respond,not_dish
Kala Jamun,dish
New Arrival modern,not_dish
No Onion weight,not_dish
Price Varies test,not_dish
Fish Fry,dish
Paneer Tikka,dish
Serving Size gas,not_dish
Hot administration,not_dish
Sushi Roll,dish
Mutton Korma,dish
Add-ons act,not_dish
Sushi Roll,dish
Butter Chicken,dish
Paneer Tikka,dish
Fish Fry,dish
Served Daily your,not_dish
Hot good,not_dish
Add-ons meeting,not_dish
Sushi Roll,dish
Fish Fry,dish
Boston Cream Pie,dish
Served Daily beyond,not_dish
Spicy cold,not_dish
Tandoori Roti,dish
Price Varies way,not_dish
New Arrival attorney,not_dish
Chiller Broken,not_dish
Chicken Biryani,dish
Serving Size back,not_dish
Chicken Biryani,dish
Chef's Special final,not_dish
Sarson da Saag,dish
Add-ons whether,not_dish
Mutton Korma,dish
Butter Chicken,dish
Sushi Roll,dish
Margherita Pizza,dish
Taxes Extra approach,not_dish
Mutton Korma,dish
Cold American,not_dish
Fish Fry,dish
Paneer Tikka,dish
Fish Fry,dish
New Arrival base,not_dish
Serving Size member,not_dish
New Arrival pressure,not_dish
New Arrival talk,not_dish
New Arrival military,not_dish
Lamb Curry,dish
Extra Cheese front,not_dish
Serving Size little,not_dish
Extra Cheese child,not_dish
Fish Fry,dish
No Onion say,not_dish
Soft Drinks,not_dish
Tandoori Roti,dish
Hotel Paradise,not_dish
New Arrival team,not_dish
Combo Offer surface,not_dish
New Arrival difference,not_dish
Combo Offer cost,not_dish
Extra Cheese rest,not_dish
Lamb Curry,dish
Hot including,not_dish
Paneer Tikka,dish
Price Varies condition,not_dish
Sushi Roll,dish
Extra Cheese they,not_dish
Kofta Curry,dish
Served Daily opportunity,not_dish
Chef's Special name,not_dish
New Arrival require,not_dish
Butter Chicken,dish
Sushi Roll,dish
Fish Fry,dish
Taxes Extra drug,not_dish
Extra Cheese court,not_dish
Chef's Special program,not_dish
Margherita Pizza,dish
Paneer Tikka,dish
Cold southern,not_dish
No Onion common,not_dish
Koraishutir Kochuri,dish
Hot gun,not_dish
Lamb Curry,dish
Margherita Pizza,dish
Add-ons avoid,not_dish
Taxes Extra paper,not_dish
Gulab Jamun,dish
Mushroom Risotto,dish
Serving Size important,not_dish
Dal Makhani,dish
Dal Makhani,dish
Hot law,not_dish
Margherita Pizza,dish
Lamb Curry,dish
Extra Cheese charge,not_dish
Served Daily early,not_dish
Fish Fry,dish
Paneer Tikka,dish
Lamb Curry,dish
Sushi Roll,dish
Price Varies man,not_dish
Serving Size and,not_dish
Paneer Tikka,dish
Sushi Roll,dish
Sushi Roll,dish
Extra Cheese either,not_dish
Mutton Korma,dish
Paneer Tikka,dish
Paneer Tikka,dish
Appetizers,not_dish
Butter Chicken,dish
Serving Size cause,not_dish
Combo Offer produce,not_dish
Taxes Extra stay,not_dish
Fish Fry,dish
Margherita Pizza,dish
Hot stuff,not_dish
Mutton Korma,dish
Chef's Special relationship,not_dish
Mutton Korma,dish
Fish Fry,dish
Mutton Do Pyaza,dish
Spicy always,not_dish
Lamb Curry,dish
Tandoori Roti,dish
Price Varies over,not_dish
